Wall time,Step,Value
1733230451.9122415,67200,-601.2243041992188
1733230453.7077334,68000,-1001.0240478515625
1733230456.655871,68800,-1001.1847534179688
1733230460.684782,69600,-801.906005859375
1733230464.1513565,70400,-1001.3722534179688
1733230468.944924,71200,-1001.2079467773438
1733230473.7668748,72000,-801.44580078125
1733230476.5470617,72800,-1001.3679809570312
1733230481.577525,73600,-801.6471557617188
1733230488.801602,74400,-801.1698608398438
1733230492.815176,75200,-1001.6751708984375
1733230497.2141554,76000,-1001.3070068359375
1733230502.0872245,76800,-1001.5452880859375
1733230504.3196182,77600,-1001.2932739257812
1733230507.558199,78400,-1001.1766967773438
1733230512.2626734,79200,-1001.1239013671875
1733230515.7425492,80000,-1001.502685546875
1733230518.9826758,80800,-1001.4523315429688
1733230522.3007145,81600,-1001.2959594726562
1733230528.826607,82400,-1001.535888671875
1733230534.4643502,83200,-1001.5253295898438
1733230540.2811682,84000,-801.3779296875
1733230543.8692334,84800,-1001.5263671875
1733230547.9984913,85600,-1001.430419921875
1733230552.3341148,86400,-1001.4048461914062
1733230555.1292605,87200,-1001.2760620117188
1733230560.7823727,88000,-1001.6781005859375
1733230564.0384305,88800,-1001.4600830078125
1733230568.2854276,89600,-1001.4401245117188
1733230578.265783,90400,-2.1519274711608887
1733230584.9063752,91200,-802.0678100585938
1733230592.3227832,92000,-402.0208435058594
1733230597.788661,92800,-801.97607421875
1733230603.4164455,93600,-1002.3837890625
1733230607.5268614,94400,-801.7838134765625
1733230612.7483463,95200,-802.124755859375
1733230619.706035,96000,-801.957763671875
1733230624.1069837,96800,-401.7311096191406
1733230628.2011232,97600,-601.7152099609375
1733230638.2312887,98400,-1.5384467840194702
1733230645.8316932,99200,-1.6468547582626343
1733230653.5282416,100000,-1.5481200218200684
1733230658.0798726,100800,-201.796875
1733230665.6361,101600,-1.8147269487380981
1733230673.1634653,102400,-202.24903869628906
1733230680.697946,103200,-2.21500825881958
1733230688.2300916,104000,-2.0639452934265137
1733230695.7827928,104800,-2.0643808841705322
1733230703.3088875,105600,-202.12391662597656
1733230710.852336,106400,-1.6710840463638306
1733230718.0438023,107200,-201.68959045410156
1733230725.6940649,108000,-1.5893776416778564
1733230733.2941034,108800,-1.7664979696273804
1733230738.1374583,109600,-401.4511413574219
1733230745.7004125,110400,-1.3702759742736816
1733230753.4423265,111200,-201.4073486328125
1733230761.078706,112000,-1.454633355140686
1733230768.6778593,112800,-1.602578043937683
1733230776.270428,113600,-1.5204497575759888
1733230783.9195733,114400,-2.1661338806152344
1733230794.2784374,115200,-1.6139509677886963
1733230801.9783528,116000,-1.6012203693389893
1733230809.7326314,116800,-1.4628520011901855
1733230817.5254235,117600,-1.734775185585022
1733230825.2531843,118400,-1.5362915992736816
1733230832.8870902,119200,-1.5349668264389038
1733230840.5715656,120000,-1.7610981464385986
1733230848.3128698,120800,-1.592039942741394
1733230856.1575036,121600,-1.3742878437042236
1733230864.0124986,122400,-1.4576915502548218
1733230874.063026,123200,-1.2096556425094604
1733230881.7301507,124000,-1.1274381875991821
1733230889.4511895,124800,-1.2809410095214844
1733230897.2192845,125600,-201.3332977294922
1733230904.8857796,126400,-1.3595757484436035
1733230912.705716,127200,-1.146988034248352
1733230920.4340887,128000,-1.8799364566802979
1733230928.2450957,128800,-1.3072288036346436
1733230936.0403988,129600,-1.3849574327468872
1733230943.7909908,130400,-1.5442750453948975
1733230954.0280519,131200,-1.3194562196731567
1733230961.6634917,132000,-1.1700514554977417
1733230969.2772722,132800,-1.0935381650924683
1733230976.9055843,133600,-1.3775503635406494
1733230984.5863142,134400,-1.3738460540771484
1733230992.3571584,135200,-1.372255802154541
1733231000.0366156,136000,-1.1446702480316162
1733231007.7481098,136800,-1.48749577999115
1733231015.4747233,137600,-1.4669040441513062
1733231023.147567,138400,-1.322771430015564
1733231030.8048549,139200,-1.243481159210205
1733231041.2236643,140000,-1.6548831462860107
1733231049.0448365,140800,-1.4045805931091309
1733231056.923908,141600,-1.2243753671646118
1733231064.7269943,142400,-1.3730874061584473
1733231072.5260634,143200,-1.5226936340332031
1733231080.3295345,144000,-1.437691569328308
1733231088.122112,144800,-1.3912296295166016
1733231095.9762928,145600,-1.0807850360870361
1733231103.8115976,146400,-1.356422781944275
1733231111.5793736,147200,-1.5596028566360474
1733231121.6876917,148000,-1.4351279735565186
1733231129.258759,148800,-1.6765625476837158
1733231136.8784583,149600,-1.6665176153182983
1733231144.4895794,150400,-1.6018719673156738
1733231152.0263257,151200,-1.5855005979537964
1733231159.4984803,152000,-1.4414809942245483
1733231167.0780795,152800,-1.3633060455322266
1733231174.5961697,153600,-1.5878372192382812
1733231182.1505687,154400,-1.4122161865234375
1733231189.6976483,155200,-1.311699390411377
1733231200.0672348,156000,-1.2703776359558105
1733231207.7288918,156800,-1.4549882411956787
1733231215.4284077,157600,-1.2337470054626465
1733231223.1399384,158400,-1.218529224395752
1733231230.9315426,159200,-1.3150113821029663
1733231238.7031937,160000,-1.5619467496871948
1733231246.3589082,160800,-1.3691085577011108
1733231254.0448334,161600,-1.1346007585525513
1733231261.741163,162400,-1.4449183940887451
1733231269.427249,163200,-1.2294435501098633
1733231279.6556556,164000,-0.9454692006111145
1733231287.3985958,164800,-1.1166027784347534
1733231295.0985916,165600,-1.5409015417099
1733231302.8957958,166400,-0.9692131876945496
1733231310.6171575,167200,-1.5668655633926392
1733231318.3219705,168000,-1.4507571458816528
1733231326.1314025,168800,-1.5747610330581665
1733231333.831499,169600,-1.5188236236572266
1733231341.5787969,170400,-1.170181155204773
1733231349.249279,171200,-1.2388509511947632
1733231356.9670029,172000,-0.9926238059997559
1733231367.2439685,172800,-1.1785951852798462
1733231374.89519,173600,-1.7804986238479614
1733231382.5483968,174400,-1.3656642436981201
1733231390.1421719,175200,-1.415155053138733
1733231397.8138158,176000,-1.183342456817627
1733231405.545618,176800,-1.1264985799789429
1733231413.212718,177600,-1.8084063529968262
1733231420.9397495,178400,-1.66815185546875
1733231428.742632,179200,-1.1268190145492554
1733231436.5610166,180000,-1.2920838594436646
