Wall time,Step,Value
1733748667.8039298,800,-585.2208251953125
1733748677.2795,1600,-227.6829833984375
1733748686.7399588,2400,-189.17257690429688
1733748696.2195592,3200,-145.27342224121094
1733748705.699074,4000,-351.4404296875
1733748715.175523,4800,-380.0682067871094
1733748724.660152,5600,-85.66817474365234
1733748734.1556075,6400,-210.93153381347656
1733748743.650476,7200,-210.588134765625
1733748753.1195369,8000,-226.01004028320312
1733748765.3003826,8800,-191.753173828125
1733748774.7985435,9600,-144.25628662109375
1733748784.3047874,10400,-166.09144592285156
1733748793.8047369,11200,-447.86346435546875
1733748803.2965188,12000,-400.70526123046875
1733748808.6431334,12800,-681.2273559570312
1733748818.132955,13600,-357.45928955078125
1733748827.6440606,14400,-219.62745666503906
1733748837.1429012,15200,-338.38714599609375
1733748846.6258414,16000,-348.2665100097656
1733748858.7658284,16800,-225.62808227539062
1733748864.1025143,17600,-421.5802001953125
1733748873.6128752,18400,-147.65916442871094
1733748883.1241074,19200,-182.56646728515625
1733748892.634268,20000,-211.9137420654297
1733748902.1378355,20800,-152.6425018310547
1733748911.6578636,21600,-302.4703063964844
1733748921.167956,22400,-508.0065002441406
1733748930.693763,23200,-162.23350524902344
1733748940.2002673,24000,-224.84323120117188
1733748952.3368979,24800,-167.47010803222656
1733748962.03951,25600,-188.0779571533203
1733748971.834084,26400,-204.08641052246094
1733748981.4117088,27200,-88.2059326171875
1733748990.9526064,28000,-348.0561218261719
1733749000.4824815,28800,-265.0144348144531
1733749010.0801897,29600,-332.0826110839844
1733749019.5960724,30400,-209.41665649414062
1733749029.1784818,31200,-182.22360229492188
1733749038.8580766,32000,-90.10040283203125
1733749050.9829304,32800,-473.9878234863281
1733749060.5770903,33600,-304.18597412109375
1733749070.1525178,34400,-199.95648193359375
1733749079.7670512,35200,-103.95159149169922
1733749089.332577,36000,-153.54592895507812
1733749098.8956735,36800,-181.9686737060547
1733749104.3323858,37600,-544.380126953125
1733749113.9687338,38400,-293.64105224609375
1733749123.5409966,39200,-391.0758972167969
1733749133.1149,40000,-143.37820434570312
1733749142.6948583,40800,-202.37989807128906
1733749150.6957057,41600,-733.0765380859375
1733749160.2384796,42400,-136.32525634765625
1733749169.7806554,43200,-258.5727233886719
1733749179.3247826,44000,-125.7753677368164
1733749188.88485,44800,-440.58331298828125
1733749198.4667318,45600,-212.72023010253906
1733749208.0432756,46400,-215.37705993652344
1733749217.6006372,47200,-200.4152374267578
1733749227.1385634,48000,-349.07183837890625
1733749236.6974237,48800,-205.14881896972656
1733749248.820579,49600,-116.53150939941406
1733749258.374732,50400,-218.9138641357422
1733749267.9429965,51200,-277.41851806640625
1733749277.5128949,52000,-207.21536254882812
1733749287.0699022,52800,-362.9027404785156
1733749296.6314418,53600,-232.7490997314453
1733749306.2255824,54400,-276.0506591796875
1733749315.8018565,55200,-225.98898315429688
1733749325.3693168,56000,-139.19296264648438
1733749334.9559317,56800,-385.84027099609375
1733749347.1412833,57600,-285.1385192871094
1733749356.75053,58400,-353.39373779296875
1733749366.3994558,59200,-186.0050048828125
1733749376.0367062,60000,-288.7232971191406
1733749385.6994963,60800,-186.55078125
1733749395.3872879,61600,-168.37782287597656
1733749405.0505226,62400,-395.2632141113281
1733749414.6955445,63200,-228.48403930664062
1733749424.336045,64000,-125.59131622314453
1733749434.0008411,64800,-450.8392028808594
1733749446.202254,65600,-217.06924438476562
1733749455.8246312,66400,-135.00631713867188
1733749465.465176,67200,-189.10494995117188
1733749475.0949295,68000,-89.44403839111328
1733749484.7265317,68800,-207.6315155029297
1733749494.3560963,69600,-150.79974365234375
1733749503.9896672,70400,-139.5845947265625
1733749513.60179,71200,-329.7067565917969
1733749523.2316256,72000,-155.1612091064453
1733749532.8603983,72800,-434.06268310546875
1733749542.5130367,73600,-229.79489135742188
1733749554.7389698,74400,-347.9754638671875
1733749564.399798,75200,-279.0289306640625
1733749574.0560513,76000,-385.0960693359375
1733749583.7065787,76800,-376.9861755371094
1733749593.3731987,77600,-464.1813659667969
1733749603.0281105,78400,-211.66986083984375
1733749612.6823719,79200,-280.45245361328125
1733749622.3539176,80000,-645.2230834960938
1733749632.0112894,80800,-318.58135986328125
