Wall time,Step,Value
1733228683.4143867,88800,-1003.4268798828125
1733228688.4825284,89600,-1004.3450317382812
1733228695.8294454,90400,-1006.3475341796875
1733228700.0180624,91200,-806.4393310546875
1733228704.1437583,92000,-1005.3865966796875
1733228711.4869735,92800,-809.0802612304688
1733228717.2582304,93600,-1006.3590087890625
1733228722.28456,94400,-1004.7658081054688
1733228728.492055,95200,-1008.6766967773438
1733228732.464115,96000,-1005.3602905273438
1733228739.099825,96800,-1007.3148193359375
1733228742.99231,97600,-1004.498046875
1733228751.9863808,98400,-410.3817138671875
1733228759.1125443,99200,-211.2801513671875
1733228765.874729,100000,-409.92156982421875
1733228773.160117,100800,-10.894452095031738
1733228779.6272352,101600,-609.5814819335938
1733228787.0378468,102400,-11.069994926452637
1733228794.3303242,103200,-209.95082092285156
1733228801.684217,104000,-210.64674377441406
1733228809.0784292,104800,-11.403428077697754
1733228815.7464538,105600,-210.3791961669922
1733228822.778959,106400,-608.380126953125
1733228832.9900942,107200,-11.450238227844238
1733228840.7287953,108000,-11.920502662658691
1733228848.5142703,108800,-11.841181755065918
1733228856.2993684,109600,-12.038052558898926
1733228864.0474215,110400,-12.328409194946289
1733228871.7695189,111200,-11.559407234191895
1733228879.604012,112000,-11.380114555358887
1733228887.3581007,112800,-11.666626930236816
1733228894.998545,113600,-11.080326080322266
1733228902.741791,114400,-12.966059684753418
1733228913.277881,115200,-10.237649917602539
1733228921.1448655,116000,-9.366087913513184
1733228929.0498023,116800,-9.72524642944336
1733228936.9600778,117600,-9.932535171508789
1733228944.8173106,118400,-9.8822021484375
1733228952.7234514,119200,-10.129530906677246
1733228960.6207612,120000,-9.25035572052002
1733228968.4422302,120800,-10.255234718322754
1733228976.332026,121600,-10.686755180358887
1733228984.2185502,122400,-10.228489875793457
1733228994.6200469,123200,-10.51967716217041
1733229002.526879,124000,-9.408167839050293
1733229010.421015,124800,-9.91284465789795
1733229018.2347329,125600,-11.149499893188477
1733229026.1135635,126400,-9.658675193786621
1733229034.0483835,127200,-10.086607933044434
1733229042.0047877,128000,-9.919394493103027
1733229049.8374538,128800,-10.69069766998291
1733229057.7223496,129600,-10.266263961791992
1733229065.6869085,130400,-11.417235374450684
1733229076.0650327,131200,-9.838258743286133
1733229083.8408422,132000,-9.624000549316406
1733229091.638756,132800,-9.313759803771973
1733229099.367849,133600,-9.283956527709961
1733229107.098564,134400,-9.780121803283691
1733229114.9115794,135200,-9.405205726623535
1733229122.6337762,136000,-9.330538749694824
1733229130.430072,136800,-8.962021827697754
1733229138.1651504,137600,-9.59871768951416
1733229145.924146,138400,-9.73819351196289
1733229153.6564295,139200,-10.367725372314453
1733229163.7305894,140000,-7.3224968910217285
1733229171.1239069,140800,-7.6423187255859375
1733229178.583522,141600,-7.388727188110352
1733229186.0065494,142400,-6.937068939208984
1733229193.437098,143200,-7.428557872772217
1733229200.7609658,144000,-6.770090579986572
1733229208.059467,144800,-7.082848072052002
1733229215.5001833,145600,-7.002326965332031
1733229222.8375068,146400,-7.1727986335754395
1733229230.1925151,147200,-6.478796482086182
1733229239.6694992,148000,-6.595869541168213
1733229246.9582162,148800,-4.95765495300293
1733229254.3364959,149600,-6.081395626068115
1733229261.6829505,150400,-5.290679931640625
1733229268.987224,151200,-5.705940246582031
1733229276.332893,152000,-6.1247687339782715
1733229283.6918535,152800,-5.967355728149414
1733229290.9061384,153600,-4.8748602867126465
1733229298.1280222,154400,-5.990905284881592
1733229305.472585,155200,-5.561845302581787
1733229315.3580866,156000,-4.3140363693237305
1733229322.5384526,156800,-5.1291375160217285
1733229329.746035,157600,-4.264540195465088
1733229336.9930067,158400,-4.046325206756592
1733229344.1442304,159200,-5.761572360992432
1733229351.4281232,160000,-4.427041053771973
1733229358.5984085,160800,-5.978533744812012
1733229365.796659,161600,-4.4749250411987305
1733229373.0793471,162400,-4.887627601623535
1733229380.2722025,163200,-4.6791181564331055
1733229389.8827455,164000,-6.0479655265808105
1733229397.0867136,164800,-4.376221656799316
1733229404.4076636,165600,-2.936483144760132
1733229411.5525842,166400,-4.815972328186035
1733229418.6598783,167200,-5.630862236022949
1733229425.8686152,168000,-3.855026960372925
1733229432.9100058,168800,-4.290136337280273
1733229439.9941466,169600,-4.338714599609375
1733229447.1305711,170400,-3.976325035095215
1733229454.2379496,171200,-3.2909562587738037
1733229461.3130608,172000,-4.226755142211914
1733229470.933634,172800,-5.2399067878723145
1733229478.0761232,173600,-4.979988098144531
1733229485.1758826,174400,-4.032028675079346
1733229492.3067057,175200,-3.836505889892578
1733229499.475701,176000,-4.322854042053223
1733229506.555853,176800,-4.320539474487305
1733229513.6210089,177600,-4.9623894691467285
1733229520.7258189,178400,-4.753329277038574
1733229527.8692915,179200,-4.056204795837402
1733229534.9757748,180000,-3.374732732772827
1733229543.6959698,180800,-4.318026065826416
1733229550.45511,181600,-3.0860581398010254
1733229557.223745,182400,-3.6688077449798584
1733229563.993834,183200,-3.6495680809020996
1733229570.7517426,184000,-4.882238388061523
1733229577.5081058,184800,-3.970966339111328
1733229584.2726543,185600,-3.5319788455963135
1733229591.029716,186400,-4.56306791305542
1733229597.8355935,187200,-3.9610042572021484
1733229604.6611423,188000,-3.297186851501465
1733229613.8249803,188800,-4.844445705413818
1733229620.717392,189600,-3.642113208770752
1733229627.6999686,190400,-4.7837371826171875
1733229634.6922853,191200,-4.218160152435303
1733229641.5249288,192000,-3.519636869430542
1733229648.4927752,192800,-4.172341346740723
1733229655.4163086,193600,-5.036513805389404
1733229662.2404916,194400,-4.178520679473877
1733229669.1846945,195200,-3.9079456329345703
1733229676.1304288,196000,-3.7818734645843506
1733229685.6917553,196800,-3.722625970840454
1733229692.653697,197600,-3.983455181121826
1733229699.702463,198400,-2.915241241455078
1733229706.8689384,199200,-3.567998170852661
1733229713.7151597,200000,-3.864107131958008
1733229720.7896128,200800,-3.0566723346710205
1733229727.9612248,201600,-3.864398241043091
1733229735.1594853,202400,-4.437711715698242
1733229742.0534027,203200,-4.932581424713135
1733229748.9463513,204000,-4.89679479598999
1733229756.0220604,204800,-4.482956886291504
