Time,X,Xdot,Theta,Thetadot,pwm,force
0.0,0.177913818359375,0.27539062,0.2454369260617026,-0.46019424,0.4263494387856816,4.1874239674116875
0.01,0.18089721679687498,0.2983398437499979,0.24083498369804565,-0.46019423636569357,0.42216257929730655,4.140670703125112
0.02,0.184454345703125,0.3557128906250012,0.23469906054650314,-0.6135923151542544,0.36226099602002343,3.471769689866111
0.03,0.1884130859375,0.3958740234375008,0.22856313739496056,-0.6135923151542599,0.35880491562105327,3.433176792077841
0.04,0.19283081054687498,0.4417724609374979,0.22089323345553233,-0.7669903939428235,0.2932394934022345,2.7010295773054023
0.05,0.19759277343749998,0.4761962890624999,0.21475731030398976,-0.6135923151542572,0.3488186189956841,3.321663146428551
0.060000000000000005,0.202698974609375,0.5106201171875019,0.20708740636456155,-0.7669903939428208,0.2807611134738692,2.561687668106155
0.07,0.20814941406249998,0.5450439453124983,0.19941750242513331,-0.7669903939428208,0.2729745798263778,2.474738042376354
0.08,0.21388671874999998,0.57373046875,0.1902136176978195,-0.9203884727313816,0.20050955278411917,1.6655452404092967
0.09,0.219853515625,0.5966796875000013,0.1825437137583913,-0.7669903939428208,0.2504556667448023,2.2232768463002617
0.09999999999999999,0.2260498046875,0.6196289062499999,0.17333982903107745,-0.9203884727313844,0.1767548738206328,1.400284658651949
0.10999999999999999,0.23241821289062498,0.6368408203124981,0.16566992509164924,-0.7669903939428208,0.22546008401461246,1.9441595058148082
0.11999999999999998,0.2389013671875,0.6483154296875016,0.15800002115222103,-0.7669903939428208,0.2126585564523596,1.801209114703838
0.12999999999999998,0.24567138671875,0.6770019531250004,0.1487961364249072,-0.9203884727313844,0.1402860113364056,0.9930490275805104
0.13999999999999999,0.252498779296875,0.682739257812498,0.13959225169759334,-0.9203884727313844,0.1230512728297325,0.800594447590476
0.15,0.25944091796874996,0.6942138671874987,0.13192234775816514,-0.7669903939428208,0.1705309929113934,1.3307846551658575
0.16,0.266497802734375,0.7056884765625049,0.12425244381873693,-0.7669903939428208,0.1577808441970892,1.188407994523644
0.17,0.273612060546875,0.7114257812499969,0.11504855909142309,-0.9203884727313844,0.0803316505488329,0.32355866545661177
0.18000000000000002,0.28078369140625,0.7171630859375,0.10737865515199488,-0.7669903939428208,0.12655505320940622,0.8397199951632657
0.19000000000000003,0.2880126953125,0.7229003906250031,0.09970875121256666,-0.7669903939428208,0.11254344918921826,0.6832570836054344
0.20000000000000004,0.29529907226562496,0.7286376953124951,0.09203884727313846,-0.7669903939428193,0.09853698305382322,0.5268515450944566
0.21000000000000005,0.30258544921874997,0.7286376953125007,0.08436894333371027,-0.7669903939428193,0.08325364795816331,0.3561876365272733
0.22000000000000006,0.30992919921875,0.7343750000000038,0.0782330201821677,-0.6135923151542572,0.13267963356604073,0.9081111424786095
0.23000000000000007,0.31727294921875,0.7343749999999982,0.07056311624273949,-0.7669903939428208,0.05716129178961714,0.06482299264691388
0.24000000000000007,0.32461669921874997,0.7343749999999982,0.06289321230331128,-0.7669903939428208,0.04188309457875077,-0.10578354287340866
0.25000000000000006,0.33196044921875,0.7343750000000038,0.056757289151768725,-0.6135923151542557,0.09003221122636249,0.4318815930217122
0.26000000000000006,0.33924682617187496,0.7286376953124951,0.05062136600022616,-0.6135923151542565,0.07665917646335199,0.2825493715023198
0.2700000000000001,0.34653320312499997,0.7286376953125007,0.044485442848683596,-0.6135923151542565,0.06456301066061237,0.14747552003920056
0.2800000000000001,0.353819580078125,0.7286376953125007,0.03834951969714103,-0.6135923151542565,0.05246684485787152,0.012401668576067448
0.2900000000000001,0.361048583984375,0.7229003906250031,0.032213596545598466,-0.6135923151542565,0.039088672210068946,-0.13698792599016943
0.3000000000000001,0.36822021484375,0.7171630859375,0.0260776733940559,-0.6135923151542565,0.025705361677470354,-0.28643489360329477
0.3100000000000001,0.37533447265625,0.7114257812499969,0.02147573103039898,-0.4601942363656925,0.07574422711855341,0.27233243715213
0.3200000000000001,0.38244873046875,0.7114257812500024,0.015339807878856412,-0.6135923151542568,0.0033925030958730784,-0.5355951477629768
0.3300000000000001,0.38944824218749996,0.6999511718749962,0.010737865515199488,-0.46019423636569234,0.05214422380709864,0.008799066842458403
0.34000000000000014,0.396390380859375,0.6942138671875042,0.006135923151542565,-0.46019423636569234,0.04192753102824365,-0.10528733585407449
0.35000000000000014,0.40327514648437496,0.6884765624999956,0.0015339807878856412,-0.46019423636569234,0.031705700364590104,-0.2194311115975243
0.36000000000000015,0.41015991210937497,0.6884765625000011,-0.0030679615757712823,-0.46019423636569234,0.02276073866120716,-0.3193165172847041
0.37000000000000016,0.416929931640625,0.6770019531250004,-0.007669903939428206,-0.46019423636569234,0.01125176326769838,-0.44783340917811826
0.38000000000000017,0.42358520507812497,0.6655273437499998,-0.010737865515199488,-0.30679615757712825,0.06315982596307651,0.1318066242501436
0.3900000000000002,0.43018310546875,0.6597900390625022,-0.015339807878856412,-0.46019423636569234,-0.0073278386901048,-0.6553056310390151
0.4000000000000002,0.43678100585937496,0.6597900390624967,-0.018407769454627694,-0.30679615757712825,0.047128824041012284,-0.047206230545171535
0.4100000000000002,0.443206787109375,0.642578125000004,-0.023009711818284616,-0.4601942363656922,-0.025927992187087096,-0.8630073450874107
0.4200000000000002,0.44957519531249995,0.6368408203124953,-0.0260776733940559,-0.3067961575771286,0.027231250044582427,-0.2693958068373117
0.4300000000000002,0.45588623046875,0.6311035156250033,-0.029145634969827184,-0.30679615757712786,0.020145209825905154,-0.3485232559454022
0.4400000000000002,0.46208251953124996,0.6196289062499971,-0.032213596545598466,-0.30679615757712825,0.011772024877367265,-0.4420238212035171
0.45000000000000023,0.4681640625,0.608154296875002,-0.035281558121369745,-0.30679615757712786,0.0033885641592425178,-0.5356391325553511
