Time,X,Xdot,Theta,Thetadot,pwm,force
0.0,0.177913818359375,0.27539062,0.2454369260617026,-0.46019424,0.4465302225095565,4.408955671283313
0.01,0.18095458984374999,0.3040771484374982,0.24083498369804565,-0.46019423636569357,0.4448052154359112,4.389693092294389
0.02,0.184454345703125,0.3499755859375009,0.23469906054650314,-0.6135923151542544,0.38286769444509916,3.6980574412344502
0.03,0.18847045898437498,0.40161132812499833,0.22856313739496056,-0.6135923151542599,0.3841914656577693,3.7128395531091787
0.04,0.192945556640625,0.447509765625001,0.22089323345553233,-0.7669903939428235,0.319084652074814,2.9858134681038515
0.05,0.197764892578125,0.4819335937500002,0.21322332951610412,-0.7669903939428208,0.3125601617704115,2.9129566597051255
0.060000000000000005,0.20287109374999998,0.5106201171874991,0.2055534255766759,-0.7669903939428208,0.30450684246646514,2.823027927478261
0.07,0.208321533203125,0.5450439453125011,0.1978835216372477,-0.7669903939428208,0.2980388688948051,2.750802222595155
0.08,0.214058837890625,0.57373046875,0.1902136176978195,-0.7669903939428208,0.29004206632360147,2.6615045938839144
0.09,0.22008300781249998,0.6024169921874989,0.18100973297050565,-0.9203884727313844,0.21715378372590133,1.8475854382144554
0.09999999999999999,0.22627929687499998,0.6196289062499999,0.17333982903107745,-0.7669903939428208,0.26774958020284034,2.412571832203568
0.10999999999999999,0.232705078125,0.6425781250000012,0.1641359443037636,-0.9203884727313844,0.19334274437518786,1.5816954987997427
0.11999999999999998,0.239302978515625,0.6597900390624994,0.1564660403643354,-0.7669903939428208,0.24397450604568985,2.1470835041169725
0.12999999999999998,0.246072998046875,0.6770019531250004,0.14726215563702155,-0.9203884727313844,0.1680439791032892,1.299192619931894
0.13999999999999999,0.252957763671875,0.6884765625000011,0.1380582709097077,-0.9203884727313844,0.15222974232377856,1.122600309228413
0.15,0.25995727539062496,0.6999511718749962,0.1303883669702795,-0.7669903939428208,0.2013429507643266,1.6710311368112585
0.16,0.26701416015624996,0.7056884765624993,0.12118448224296566,-0.9203884727313844,0.12232907639886711,0.788709539735562
0.17,0.27418579101562496,0.7171630859375,0.11351457830353745,-0.7669903939428208,0.17145769849380105,1.3373124864590489
0.18000000000000002,0.28135742187499996,0.7171630859375,0.10584467436410924,-0.7669903939428208,0.15581675092488426,1.1626552386071873
0.19000000000000003,0.28864379882812496,0.7286376953125007,0.09817477042468103,-0.7669903939428208,0.14329511597259073,1.0228303149740778
0.20000000000000004,0.295987548828125,0.7343750000000038,0.08897088569736719,-0.9203884727313844,0.06430693103110537,0.1407955831327572
0.21000000000000005,0.303331298828125,0.7343749999999982,0.08130098175793898,-0.7669903939428208,0.11034192993338851,0.65485307087185
0.22000000000000006,0.31061767578125,0.7286376953125007,0.0751650586063964,-0.6135923151542572,0.15807390916101582,1.1878601722438393
0.23000000000000007,0.317904052734375,0.7286376953125007,0.0674951546669682,-0.7669903939428193,0.08078270454487217,0.3247750540353881
0.24000000000000007,0.325247802734375,0.7343749999999982,0.059825250727540004,-0.7669903939428201,0.06671168905385554,0.16764871438664042
0.25000000000000006,0.33259155273437496,0.7343749999999982,0.05368932757599744,-0.6135923151542565,0.11600332458979376,0.7180719778679979
0.26000000000000006,0.339820556640625,0.7229003906250031,0.047553404424454875,-0.6135923151542565,0.10051511469229318,0.5451203006802738
0.2700000000000001,0.34710693359375,0.7286376953125007,0.04141748127291232,-0.6135923151542565,0.08969559795013557,0.4243023637269019
0.2800000000000001,0.3543359375,0.7229003906249976,0.0337475773334841,-0.7669903939428214,0.010844737025678376,-0.4561989165909467
0.2900000000000001,0.361507568359375,0.7171630859375,0.029145634969827184,-0.4601942363656922,0.1234836099341875,0.8016018308798959
0.3000000000000001,0.368621826171875,0.7114257812500024,0.023009711818284616,-0.6135923151542568,0.04787910987379582,-0.042648419789437564
0.3100000000000001,0.3756787109375,0.7056884765624993,0.01687378866674205,-0.6135923151542565,0.033930004745425534,-0.19841342705530915
0.3200000000000001,0.38267822265624996,0.6999511718749962,0.01227184630308513,-0.4601942363656922,0.08489293118273109,0.3706725848245386
0.3300000000000001,0.38956298828124997,0.6884765625000011,0.007669903939428206,-0.46019423636569234,0.07263053061011511,0.23374244509781106
0.34000000000000014,0.39644775390625,0.6884765625000011,0.0030679615757712823,-0.46019423636569234,0.06347716688453135,0.1315298834960693
0.35000000000000014,0.40327514648437496,0.682739257812498,-0.0030679615757712823,-0.6135923151542565,-0.012153022599835625,-0.7130072324076532
