Time,PWM,X,Xdot,Theta,Thetadot
0,0.5,-0.003614501953125,-0.3614501953125,-3.14159265358979,2.45E-14
0.01,0.5,-0.003155517578125,0.0458984375,-3.14005867280191,0.15339807878858
0.02,0.5,-0.002008056640625,0.11474609375,-3.13699071122614,0.306796157577072
0.03,0.5,-0.00011474609375,0.1893310546875,-3.13238876886248,0.460194236365741
0.04,0.5,0.00240966796875,0.25244140625,-3.12471886492305,0.766990393942812
0.05,0.5,0.005679931640625,0.3270263671875,-3.11551498019574,0.920388472731393
0.06,0.5,0.00952392578125,0.3843994140625,-3.10477711468054,1.07378655151997
0.07,0.5,0.0139990234375,0.447509765625,-3.09097128758957,1.38058270909704
0.08,0.5,0.019219970703125,0.5220947265625,-3.07563147971071,1.53398078788562
0.09,0.5,0.024842529296875,0.562255859375,-3.05875769104397,1.68737886667421
0.1,0.5,0.031727294921875,0.6884765625,-3.04188390237723,1.68737886667421
0.11,0.5,0.039415283203125,0.768798828125,-3.02194215213471,1.99417502425137
0.12,0.5,0.04784912109375,0.843383789062499,-3.00046642110431,2.14757310303986
0.13,0.5,0.056512451171875,0.866333007812501,-2.97899069007392,2.14757310303995
0.14,0.5,0.065634765625,0.912231445312499,-2.95444699746774,2.45436926061702
0.15,0.497352667360625,0.075330810546875,0.969604492187501,-2.92990330486157,2.45436926061702
0.16,0.490374668440122,0.085657958984375,1.03271484375,-2.9053596122554,2.45436926061702
0.17,0.479231591638133,0.0966162109375,1.0958251953125,-2.87928193886135,2.6077673394056
0.18,0.468178721847893,0.107918701171875,1.1302490234375,-2.85167028467941,2.76116541819418
0.19,0.458749457859344,0.1200244140625,1.2105712890625,-2.82405863049747,2.76116541819409
0.2,0.450970728289507,0.132244873046875,1.2220458984375,-2.79644697631552,2.76116541819418
0.21,0.436436592430923,0.145211181640625,1.296630859375,-2.7673013413457,2.91456349698276
0.22,0.426382139310143,0.158521728515625,1.3310546875,-2.73815570637587,2.91456349698267
0.23,0.419841032216507,0.172119140625,1.3597412109375,-2.71054405219393,2.76116541819418
0.24,0.40846322180146,0.186060791015625,1.3941650390625,-2.68293239801199,2.76116541819418
0.25,0.39395778125398,0.1998876953125,1.3826904296875,-2.65378676304216,2.91456349698267
0.26,0.3882694024079,0.214173583984375,1.4285888671875,-2.6277090896481,2.6077673394056
0.27,0.371477444667082,0.22857421875,1.4400634765625,-2.60009743546616,2.76116541819418
0.28,0.359686445512137,0.243433837890625,1.4859619140625,-2.57401976207211,2.6077673394056
0.29,0.343881757318539,0.259326171875,1.5892333984375,-2.54947606946594,2.45436926061702
0.3,0.326920316862428,0.275906982421875,1.6580810546875,-2.52646635764765,2.30097118182844
0.31,0.302989920083116,0.2926025390625,1.6695556640625,-2.50192266504148,2.45436926061702
0.32,0.290135800052101,0.308494873046875,1.5892333984375,-2.48044693401108,2.14757310303995
0.33,0.265670966807927,0.324788818359375,1.62939453125,-2.46050518376857,1.99417502425128
0.34,0.233187151243681,0.3412548828125,1.6466064453125,-2.44056343352606,1.99417502425137
0.35,0.192701425373247,0.3580078125,1.67529296875,-2.42215566407143,1.84077694546279
0.36,0.136774796909599,0.374588623046875,1.65808105468749,-2.40681585619257,1.53398078788562
0.37,-0.0275331491070624,0.391341552734375,1.67529296875001,-2.39454400988949,1.22718463030855
0.38,-0.5,0.407578125,1.62365722656249,-2.3822721635864,1.22718463030846
0.39,-0.5,0.422896728515625,1.53186035156251,-2.37460225964697,0.766990393942812
0.4,-0.5,0.437010498046875,1.411376953125,-2.3715342980712,0.306796157577161
0.41,-0.5,0.45037841796875,1.3367919921875,-2.37000031728332,0.15339807878858
0.42,-0.5,0.46254150390625,1.21630859375,-2.37460225964697,-0.460194236365741
0.43,-0.5,0.47378662109375,1.12451171875,-2.3822721635864,-0.766990393942812
0.44,-0.5,0.48434326171875,1.0556640625,-2.3930100291016,-1.07378655151997
0.45,-0.5,0.494039306640625,0.969604492187493,-2.40834983698046,-1.53398078788562
0.46,-0.5,0.50293212890625,0.8892822265625,-2.42829158722297,-1.99417502425128
0.47,-0.5,0.510792236328125,0.786010742187507,-2.45130129904126,-2.30097118182853
0.48,-0.5,0.51807861328125,0.728637695312493,-2.4789129532232,-2.76116541819409
0.49,-0.5,0.523988037109375,0.5909423828125,-2.50959256898091,-3.06796157577134
0.5,-0.5,0.5285205078125,0.4532470703125,-2.54487412710228,-3.52815581213699
0.51,-0.5,0.532135009765625,0.361450195312507,-2.58168966601153,-3.68155389092548
0.52,-0.5,0.534716796875,0.258178710937493,-2.62464112807233,-4.2951462060798
0.53,-0.5,0.536380615234375,0.166381835937507,-2.6706605517089,-4.60194236365696
0.54,-0.5,0.5372412109375,0.0860595703125,-2.71974793692124,-4.90873852123404
0.55,-0.5,0.537183837890625,-0.00573730468750711,-2.77190328370935,-5.2155346788112
0.56,-0.5,0.536265869140625,-0.0917968749999929,-2.82866057286112,-5.67572891517685
0.57,-0.5,0.53460205078125,-0.1663818359375,-2.88848582358866,-5.98252507275401
0.58,-0.5,0.532249755859375,-0.235229492187507,-2.94984505510409,-6.13592315154259
0.59,-0.5,0.529151611328125,-0.309814453125,-3.01427224819529,-6.44271930911966
0.6,-0.5,0.5262255859375,-0.292602539062493,-3.08176740286225,-6.74951546669682
0.61,-0.5,0.521807861328125,-0.441772460937507,3.13392274965037,-6.74951546669682
0.62,-0.5,0.516644287109375,-0.516357421875,3.06182565261974,-7.20970970306256
0.63,-0.5,0.5106201171875,-0.602416992187493,2.98972855558912,-7.20970970306247
