Time,PWM,X,Xdot,Theta,Thetadot
0,0,0,0,-0.0383495196971411,310.324313389265
0.01,0,0,0,-0.0383495196971411,0
0.02,0,0,0,-0.0383495196971411,0
0.03,0,0,0,-0.0383495196971411,0
0.04,0,0,0,-0.0383495196971411,0
0.05,0,0,0,-0.0383495196971411,0
0.06,0,0,0,-0.0383495196971411,0
0.07,0,0,0,-0.0398835004850269,-0.15339807878858
0.08,0,0,0,-0.0398835004850269,0
0.09,0,0,0,-0.0398835004850269,0
0.1,0,0,0,-0.0398835004850269,0
0.11,0,0,0,-0.0414174812729122,-0.153398078788536
0.12,0,0,0,-0.0414174812729122,0
0.13,0,0,0,-0.0414174812729122,0
0.14,0,0,0,-0.0414174812729122,0
0.15,0,0,0,-0.0414174812729122,0
0.16,0,0,0,-0.0414174812729122,0
0.17,0,0,0,-0.0414174812729122,0
0.18,0,0,0,-0.0414174812729122,0
0.19,0,0,0,-0.0414174812729122,0
0.2,0,0,0,-0.0414174812729122,0
0.21,0,0,0,-0.0414174812729122,0
0.22,0,0,0,-0.0414174812729122,0
0.23,0,0,0,-0.0414174812729122,0
0.24,0,0,0,-0.0414174812729122,0
0.25,0,0,0,-0.0414174812729122,0
0.26,0,0,0,-0.0414174812729122,0
0.27,0,0,0,-0.0414174812729122,0
0.28,0,0,0,-0.0414174812729122,0
0.29,0,0,0,-0.0398835004850269,0.153398078788536
0.3,0,0,0,-0.0398835004850269,0
0.31,0,0,0,-0.0398835004850269,0
0.32,0,0,0,-0.0398835004850269,0
0.33,0,0,0,-0.0398835004850269,0
0.34,0,0,0,-0.0398835004850269,0
0.35,0,0,0,-0.0398835004850269,0
0.36,0,0,0,-0.0398835004850269,0
0.37,0,0,0,-0.0398835004850269,0
0.38,0,0,0,-0.0398835004850269,0
0.39,0,0,0,-0.0398835004850269,0
0.4,0,0,0,-0.0398835004850269,0
0.41,0,0,0,-0.0398835004850269,0
0.42,0,0,0,-0.0398835004850269,0
0.43,0,0,0,-0.0398835004850269,0
0.44,0,0,0,-0.0398835004850269,0
0.45,0,0,0,-0.0398835004850269,0
0.46,0,0,0,-0.0414174812729122,-0.153398078788536
0.47,0,0,0,-0.0414174812729122,0
0.48,0,0,0,-0.0414174812729122,0
0.49,0,0,0,-0.0414174812729122,0
0.5,0,0,0,-0.0414174812729122,0
0.51,0,0,0,-0.0414174812729122,0
0.52,0,0,0,-0.0414174812729122,0
0.53,0,0,0,-0.0414174812729122,0
0.54,0,0,0,-0.042951462060798,-0.15339807878858
0.55,0,0,0,-0.042951462060798,0
0.56,0,0,0,-0.042951462060798,0
0.57,0,0,0,-0.042951462060798,0
0.58,0,0,0,-0.042951462060798,0
0.59,0,0,0,-0.042951462060798,0
0.6,0,0,0,-0.042951462060798,0
0.61,0,0,0,-0.042951462060798,0
0.62,0,0,0,-0.042951462060798,0
0.63,0,0,0,-0.042951462060798,0
0.64,0,0,0,-0.042951462060798,0
0.65,0,0,0,-0.042951462060798,0
0.66,0,0,0,-0.042951462060798,0
0.67,0,0,0,-0.042951462060798,0
0.68,0,0,0,-0.042951462060798,0
0.69,0,0,0,-0.042951462060798,0
0.7,0,0,0,-0.0414174812729122,0.15339807878858
0.71,0,0,0,-0.0414174812729122,0
0.72,0,0,0,-0.0414174812729122,0
0.73,0,0,0,-0.0414174812729122,0
0.74,0,0,0,-0.0414174812729122,0
0.75,0,0,0,-0.0414174812729122,0
0.76,0,0,0,-0.0414174812729122,0
0.77,0,0,0,-0.0414174812729122,0
0.78,0,0,0,-0.0414174812729122,0
0.79,0,0,0,-0.0414174812729122,0
0.8,0,0,0,-0.0414174812729122,0
0.81,0,0,0,-0.0414174812729122,0
0.82,0,0,0,-0.0414174812729122,0
0.83,0,0,0,-0.0414174812729122,0
0.84,0,0,0,-0.0398835004850269,0.153398078788536
0.85,0,0,0,-0.0398835004850269,0
0.86,0,0,0,-0.0398835004850269,0
0.87,0,0,0,-0.0414174812729122,-0.153398078788536
0.88,0,0,0,-0.0414174812729122,0
0.89,0,0,0,-0.0414174812729122,0
0.9,0,0,0,-0.0414174812729122,0
0.91,0,0,0,-0.042951462060798,-0.15339807878858
0.92,0,0,0,-0.042951462060798,0
0.93,0,0,0,-0.042951462060798,0
0.94,0,0,0,-0.0444854428486834,-0.153398078788536
0.95,0,0,0,-0.0444854428486834,0
0.96,0,0,0,-0.0444854428486834,0
0.97,0,0,0,-0.0444854428486834,0
0.98,0,0,0,-0.0460194236365692,-0.15339807878858
0.99,0,0,0,-0.0460194236365692,0
1,0,0,0,-0.047553404424455,-0.15339807878858
1.01,0,0,0,-0.047553404424455,0
1.02,0,0,0,-0.0490873852123404,-0.153398078788536
1.03,0,0,0,-0.0490873852123404,0
1.04,0,0,0,-0.0506213660002262,-0.15339807878858
1.05,0,0,0,-0.052155346788112,-0.15339807878858
1.06,0,0,0,-0.052155346788112,0
1.07,0,0,0,-0.0552233083638831,-0.306796157577116
1.08,0,0,0,-0.0567572891517689,-0.15339807878858
1.09,0,0,0,-0.0582912699396543,-0.153398078788536
1.1,0,0,0,-0.0613592315154254,-0.306796157577116
1.11,0,0,0,-0.0628932123033112,-0.15339807878858
1.12,0,0,0,-0.064427193091197,-0.15339807878858
1.13,0,0,0,-0.0674951546669682,-0.306796157577116
1.14,0,0,0,-0.0705631162427394,-0.306796157577116
1.15,0,0,0,-0.0720970970306252,-0.15339807878858
1.16,0,0,0,-0.0751650586063963,-0.306796157577116
1.17,0,0,0,-0.0782330201821675,-0.306796157577116
1.18,0,0,0,-0.0813009817579391,-0.306796157577161
1.19,0,0,0,-0.0843689433337103,-0.306796157577116
1.2,0,0,0,-0.0889708856973672,-0.460194236365696
1.21,0,0,0,-0.0920388472731384,-0.306796157577116
1.22,0,0,0,-0.0966407896367953,-0.460194236365696
1.23,0,0,0,-0.101242732000452,-0.460194236365696
1.24,0,0,0,-0.105844674364109,-0.460194236365696
1.25,0,0,0,-0.110446616727766,-0.460194236365696
1.26,0,0,0,-0.115048559091423,-0.460194236365696
1.27,0,0,0,-0.121184482242966,-0.613592315154232
1.28,0,0,0,-0.125786424606622,-0.460194236365696
1.29,0,0,0,-0.131922347758165,-0.613592315154277
1.3,0,0,0,-0.138058270909708,-0.613592315154232
1.31,0,0,0,-0.145728174849136,-0.766990393942812
1.32,0,0,0,-0.151864098000678,-0.613592315154277
1.33,0,0,0,-0.159534001940107,-0.766990393942812
1.34,0,0,0,-0.167203905879535,-0.766990393942812
1.35,0,0,0,-0.174873809818963,-0.766990393942857
1.36,0,0,0,-0.184077694546277,-0.920388472731348
1.37,0,0,0,-0.193281579273591,-0.920388472731393
1.38,0,0,0,-0.202485464000905,-0.920388472731393
1.39,0,0,0,-0.213223329516104,-1.07378655151997
1.4,0,0,0,-0.223961195031304,-1.07378655151993
1.41,0,0,0,-0.234699060546503,-1.07378655151993
1.42,0,0,0,-0.246970906849588,-1.22718463030855
1.43,0,0,0,-0.259242753152674,-1.22718463030851
1.44,0,0,0,-0.273048580243644,-1.38058270909704
1.45,0,0,0,-0.286854407334615,-1.38058270909709
1.46,0,0,0,-0.302194215213471,-1.53398078788562
1.47,0,0,0,-0.317534023092328,-1.53398078788567
1.48,0,0,0,-0.332873830971184,-1.53398078788562
1.49,0,0,0,-0.349747619637926,-1.68737886667421
1.5,0,0,0,-0.368155389092554,-1.84077694546279
1.51,0,0,0,-0.388097139335067,-1.99417502425132
1.52,0,0,0,-0.40803888957758,-1.99417502425132
1.53,0,0,0,-0.429514620607979,-2.1475731030399
1.54,0,0,0,-0.450990351638378,-2.1475731030399
1.55,0,0,0,-0.474000063456663,-2.30097118182848
1.56,0,0,0,-0.498543756062833,-2.45436926061702
1.57,0,0,0,-0.524621429456889,-2.6077673394056
1.58,0,0,0,-0.552233083638831,-2.76116541819413
1.59,0,0,0,-0.579844737820773,-2.76116541819418
1.6,0,0,0,-0.610524353578485,-3.06796157577125
1.61,0,0,0,-0.642737950124084,-3.22135965455987
1.62,0,0,0,-0.674951546669682,-3.22135965455983
1.63,0,0,0,-0.710233104791052,-3.52815581213699
1.64,0,0,0,-0.747048643700307,-3.68155389092553
1.65,0,0,0,-0.785398163397448,-3.83495196971411
1.66,0,0,0,-0.825281663882475,-3.98835004850269
1.67,0,0,0,-0.868233125943273,-4.29514620607976
1.68,0,0,0,-0.912718568791957,-4.44854428486838
1.69,0,0,0,-0.958737992428525,-4.60194236365688
1.7,0,0,0,-1.00782537764087,-4.90873852123412
1.71,0,0,0,-1.05844674364109,-5.06213660002262
1.72,0,0,0,-1.11213607121709,-5.36893275759969
1.73,0,0,0,-1.16735937958097,-5.52233083638836
1.74,0,0,0,-1.22565064952063,-5.82912699396543
1.75,0,0,0,-1.28700988103605,-6.13592315154259
1.76,0,0,0,-1.34990309333936,-6.28932123033108
1.77,0,0,0,-1.41586426721845,-6.59611738790824
1.78,0,0,0,-1.48335942188541,-6.74951546669682
1.79,0,0,0,-1.55545651891604,-7.20970970306256
1.8,0,0,0,-1.62908759673455,-7.36310778185105
1.81,0,0,0,-1.70578663612883,-7.66990393942821
1.82,0,0,0,-1.784019656311,-7.82330201821679
1.83,0,0,0,-1.86532063806894,-8.13009817579387
1.84,0,0,0,-1.94968958140265,-8.43689433337103
1.85,0,0,0,-2.03559250552425,-8.59029241215961
1.86,0,0,0,-2.12456339122161,-8.89708856973668
1.87,0,0,0,-2.21660223849475,-9.20388472731393
1.88,0,0,0,-2.31017506655578,-9.35728280610233
1.89,0,0,0,-2.40528187540469,-9.510680884891
1.9,0,0,0,-2.50192266504148,-9.66407896367958
1.91,0,0,0,-2.59702947389039,-9.51068088489091
1.92,0,0,0,-2.69673822510296,-9.97087512125674
1.93,0,0,0,-2.79798095710341,-10.1242732000452
1.94,0,0,0,-2.90075766989175,-10.2776712788338
1.95,0,0,0,-3.00353438268009,-10.2776712788337
1.96,0,0,0,-3.10631109546842,-10.2776712788338
1.97,0,0,0,3.07409749892283,-10.2776712788338
1.98,0,0,0,2.97132078613449,-10.2776712788338
1.99,0,0,0,2.86854407334615,-10.2776712788338
2,0,0,0,2.7673013413457,-10.1242732000452
2.01,0,0,0,2.66605860934524,-10.1242732000452
2.02,0,0,0,2.56634985813268,-9.97087512125665
2.03,0,0,0,2.468175087708,-9.81747704246807
2.04,0,0,0,2.3715342980712,-9.66407896367958
2.05,0,0,0,2.27796147001018,-9.35728280610242
2.06,0,0,0,2.18592262273704,-9.20388472731384
2.07,0,0,0,2.09695173703967,-8.89708856973668
2.08,0,0,0,2.00951483213019,-8.74369049094819
2.09,0,0,0,1.92361190800859,-8.59029241215961
2.1,0,0,0,1.84231092625066,-8.13009817579387
2.11,0,0,0,1.7625439252806,-7.97670009700537
2.12,0,0,0,1.68431090509843,-7.82330201821671
2.13,0,0,0,1.61067982727992,-7.36310778185114
2.14,0,0,0,1.54011671103718,-7.05631162427389
2.15,0,0,0,1.47108757558233,-6.9029135454854
2.16,0,0,0,1.40666038249113,-6.44271930911975
2.17,0,0,0,1.34376717018782,-6.28932123033117
2.18,0,0,0,1.28394191946028,-5.98252507275401
2.19,0,0,0,1.22565064952063,-5.82912699396534
2.2,0,0,0,1.17196132194463,-5.36893275759969
2.21,0,0,0,1.11980597515652,-5.2155346788112
2.22,0,0,0,1.06918460915629,-5.06213660002271
2.23,0,0,0,1.02163120473184,-4.75534044244537
2.24,0,0,0,0.977145761883154,-4.44854428486838
2.25,0,0,0,0.935728280610242,-4.14174812729122
2.26,0,0,0,0.895844780125215,-3.98835004850273
2.27,0,0,0,0.857495260428074,-3.83495196971406
2.28,0,0,0,0.820679721518819,-3.68155389092557
2.29,0,0,0,0.786932144185334,-3.37475773334841
2.3,0,0,0,0.756252528427622,-3.06796157577125
2.31,0,0,0,0.725572912669909,-3.06796157577125
2.32,0,0,0,0.697961258487967,-2.76116541819427
2.33,0,0,0,0.671883585093911,-2.6077673394056
2.34,0,0,0,0.647339892487741,-2.45436926061693
2.35,0,0,0,0.624330180669457,-2.30097118182844
2.36,0,0,0,0.602854449639058,-2.14757310303995
2.37,0,0,0,0.58444668018443,-1.84077694546279
2.38,0,0,0,0.566038910729802,-1.84077694546279
2.39,0,0,0,0.549165122063059,-1.68737886667429
2.4,0,0,0,0.533825314184203,-1.53398078788562
2.41,0,0,0,0.521553467881118,-1.22718463030846
2.42,0,0,0,0.509281621578033,-1.22718463030846
2.43,0,0,0,0.498543756062834,-1.07378655151997
2.44,0,0,0,0.489339871335521,-0.920388472731304
2.45,0,0,0,0.481669967396091,-0.76699039394299
