Time,PWM,X,Xdot,Theta,Thetadot
1.2,0,0.03683349609375,0,0.0107378655151993,0
1.21,0,0.03683349609375,0,0.0107378655151993,0
1.22,0,0.03683349609375,0,0.0107378655151993,0
1.23,0,0.03683349609375,0,0.0107378655151993,0
1.24,0,0.03683349609375,0,0.0107378655151993,0
1.25,0,0.03683349609375,0,0.0107378655151993,0
1.26,0,0.03683349609375,0,0.0107378655151993,0
1.27,0,0.03683349609375,0,0.0107378655151993,0
1.28,0,0.03683349609375,0,0.00920388472731393,-0.153398078788536
1.29,0,0.03683349609375,0,0.00920388472731393,0
1.3,0,0.03683349609375,0,0.00920388472731393,0
1.31,0,0.03683349609375,0,0.00920388472731393,0
1.32,0,0.03683349609375,0,0.00920388472731393,0
1.33,0,0.03683349609375,0,0.00920388472731393,0
1.34,0,0.03683349609375,0,0.00920388472731393,0
1.35,0,0.03683349609375,0,0.00920388472731393,0
1.36,0,0.03683349609375,0,0.0107378655151993,0.153398078788536
1.37,0,0.03683349609375,0,0.0107378655151993,0
1.38,0,0.03683349609375,0,0.0107378655151993,0
1.39,0,0.03683349609375,0,0.0107378655151993,0
1.4,0,0.03683349609375,0,0.0122718463030851,0.15339807878858
1.41,0,0.03683349609375,0,0.0122718463030851,0
1.42,0,0.03683349609375,0,0.0138058270909709,0.15339807878858
1.43,0,0.03683349609375,0,0.0138058270909709,0
1.44,0,0.03683349609375,0,0.0153398078788562,0.153398078788536
1.45,0,0.03683349609375,0,0.0153398078788562,0
1.46,0,0.03683349609375,0,0.0168737886667421,0.15339807878858
1.47,0,0.03683349609375,0,0.0184077694546279,0.15339807878858
1.48,0,0.03683349609375,0,0.0184077694546279,0
1.49,0,0.03683349609375,0,0.0199417502425132,0.153398078788536
1.5,0,0.03683349609375,0,0.021475731030399,0.15339807878858
1.51,0,0.03683349609375,0,0.0230097118182848,0.15339807878858
1.52,0,0.03683349609375,0,0.0230097118182848,0
1.53,0,0.03683349609375,0,0.0245436926061702,0.153398078788536
1.54,0,0.03683349609375,0,0.0276116541819413,0.306796157577116
1.55,0,0.03683349609375,0,0.0291456349698271,0.15339807878858
1.56,0,0.03683349609375,0,0.0306796157577129,0.15339807878858
1.57,0,0.03683349609375,0,0.0322135965455983,0.153398078788536
1.58,0,0.03683349609375,0,0.0337475773334841,0.15339807878858
1.59,0,0.03683349609375,0,0.0352815581213699,0.15339807878858
1.6,0,0.03683349609375,0,0.0383495196971411,0.306796157577116
